Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Resting_1,Resting_2,Activated_1,Activated_2,24h_Mock,24h_Pos,24h_Neg,48h_Mock,48h_Pos,48h_Neg
P14621,ACYP2,Acylphosphatase-2 ,Homo sapiens ,High,0,3.45469244923948,4,489.8,494.6,220.8,233,214.7,217.6,230.2,265,225,258.3
P00813,ADA,Adenosine deaminase ,Homo sapiens ,High,0,4.57418990100319,16,8601,9963.2,2426.2,2653.6,1837.2,1914.6,2352.9,2524.5,2717.2,2523.3
Q6DHV7,ADAL,Adenosine deaminase-like protein ,Homo sapiens ,High,0,3.21460545029006,4,212.8,242.1,119.1,118.1,136.3,135.2,143.6,158.9,223.2,149.8
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10 ,Homo sapiens ,High,0,3.87399448514573,13,1046.2,973.4,701.1,615,765.3,721.4,613.6,614.9,630.6,800.1
Q13444,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15 ,Homo sapiens ,Medium,0,2.86805636182304,1,36.9,46.8,56,87.2,57.4,96.6,70.4,123.1,89.3,74.3
P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17 ,Homo sapiens ,High,0,3.50559761373201,10,278.6,265.9,333.1,330.9,328.5,366.4,292,356.6,342.6,308.7
Q9H013,ADAM19,Disintegrin and metalloproteinase domain-containing protein 19 ,Homo sapiens ,High,0,3.39420644536023,3,75.5,104.5,130.4,154.2,195.1,333,235.9,284.6,548.4,417
P78325,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8 ,Homo sapiens ,High,0,3.83746848569543,7,411.6,330,920.7,862.1,831,639.6,884.8,699.7,613,685.6
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1 ,Homo sapiens ,High,0,3.21412826182341,3,140.5,129,182.2,185.1,158.8,142.8,190,177.6,166.1,165.2
P55265,ADAR,Double-stranded RNA-specific adenosine deaminase ,Homo sapiens ,High,0,5.26459471773146,62,14252.8,15572.7,14517.8,15880.1,15782.8,22880.7,18846.7,18546.3,26785.2,20840.4
P78563,ADARB1,Double-stranded RNA-specific editase 1 ,Homo sapiens ,High,0,3.99985665916843,12,1231.5,1373.4,949.9,1032.4,778.5,1038.6,796.6,763.6,1207.7,824.5
Q9BUB4,ADAT1,tRNA-specific adenosine deaminase 1 ,Homo sapiens ,High,0,2.66689221106654,3,25.3,71.6,27.9,80.4,26.2,44.4,32.7,92.2,42.8,20.9
Q7Z6V5,ADAT2,tRNA-specific adenosine deaminase 2 ,Homo sapiens ,High,0,3.57537261178086,4,203.1,175.3,466.9,483.1,425.4,333.5,482.8,510.5,294.7,386.3
Q96EY9,ADAT3,Probable inactive tRNA-specific adenosine deaminase-like protein 3 ,Homo sapiens ,High,0,3.16088851614497,5,127.5,126,129.6,118.3,182.6,125.9,167.6,170.4,157.2,143.3
Q86TW2,ADCK1,Uncharacterized aarF domain-containing protein kinase 1 ,Homo sapiens ,High,0,3.84846008148225,7,979.3,1051.1,655.4,575.2,496,828,558.3,475.5,682.9,752.7
Q3MIX3,ADCK5,Uncharacterized aarF domain-containing protein kinase 5 ,Homo sapiens ,High,0,3.82866634002583,4,811.1,676.7,789.8,735.8,665.3,691.1,613.5,553.1,532,671.7
O60266,ADCY3,Adenylate cyclase type 3 ,Homo sapiens ,High,0,3.4041149975056,7,139.5,137,234.5,235.7,325,306.6,264.2,314.2,286.2,292.9
P51828,ADCY7,Adenylate cyclase type 7 ,Homo sapiens ,High,0,3.43205486815627,6,384.8,367.3,221.6,207.5,221.2,299.7,208.2,232.5,293.6,267.9
P35611,ADD1,Alpha-adducin ,Homo sapiens ,High,0,4.65720983747507,23,11072.1,10638.4,3647.8,3438.1,2746.8,2506.2,2624.1,2642.3,3229.6,2870.7
P35612,ADD2,Beta-adducin ,Homo sapiens ,High,0,4.1969329834917,18,1412.9,1408.7,1148.9,1154.9,1243.9,1372.2,1466.7,1900.5,2867.4,1761.3
Q9UEY8,ADD3,Gamma-adducin ,Homo sapiens ,High,0,4.52758866026813,19,9233,9833.9,2182.9,2307.8,1503.7,1551.9,1621.9,1974.2,1787.6,1699.9
O95490,ADGRL2,Adhesion G protein-coupled receptor L2 ,Homo sapiens ,High,0,3.47577285071804,5,357.2,368.6,320.5,305.6,310.4,230.6,233.4,367.1,231.4,265.9
P11766,ADH5,Alcohol dehydrogenase class-3 ,Homo sapiens ,High,0,4.51494998599079,14,6201,7335,2307,2485.8,2101,1849.8,2651.4,2935.5,2486.1,2377.7
Q9BV57,ADI1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase ",Homo sapiens ,High,0,4.19637794273312,9,813.2,723.8,1406.1,1378.8,2072.6,1643.5,2026.3,2275.3,1541.7,1836
Q96A54,ADIPOR1,Adiponectin receptor protein 1 ,Homo sapiens ,Medium,0,2.69390274106606,1,14.7,5.1,68.9,68,60.5,58.3,49.7,55.2,51.7,62.1
P55263,ADK,Adenosine kinase ,Homo sapiens ,High,0,4.68111454967551,18,5271.7,5477.3,4305.5,4248.8,4661.1,3948.3,4812.5,5459.7,4851.9,4949.2
Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein ,Homo sapiens ,High,0,4.77625504050783,36,4717.6,5008.9,5564.8,6020,5578,7722.7,5960.8,5970.6,7008.7,6186.5
Q6IQ32,ADNP2,ADNP homeobox protein 2 ,Homo sapiens ,High,0,3.85514345265035,7,384.8,413.2,668.6,707.9,730.1,966.3,812.7,736.5,926.4,817.3
Q96SZ5,ADO,2-aminoethanethiol dioxygenase ,Homo sapiens ,High,0,3.95023824784592,8,934.1,923.1,960.6,1101.4,822.4,1000.5,775.9,684.8,946.8,767.8
Q9BRR6,ADPGK,ADP-dependent glucokinase ,Homo sapiens ,High,0,3.90293795731653,12,764.1,917.4,709.2,777.7,651.8,954.1,769.6,730,999.9,723.4
P54922,ADPRH,[Protein ADP-ribosylarginine] hydrolase ,Homo sapiens ,High,0,3.57069468294621,7,309.7,295.6,288.3,289.4,356.9,323.1,366.6,405.1,585.4,501.2
Q9NX46,ADPRHL2,Poly(ADP-ribose) glycohydrolase ARH3 ,Homo sapiens ,High,0,4.39549763036975,16,3809,3731.2,2076.4,2055.3,2281.4,2226.2,2081.4,2099.9,2233.2,2265.8
Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1 ,Homo sapiens ,High,0,4.29185926405075,12,1481.6,1424.5,2171.1,1836.7,2181.8,1655,2328,2303.6,2189.1,2010.7
P30566,ADSL,Adenylosuccinate lyase ,Homo sapiens ,High,0,4.6412142493181,18,4153.7,3896.8,4599.3,4507.3,5002.8,3565.3,4811.2,5415.9,3702,4119.5
P30520,ADSS,Adenylosuccinate synthetase isozyme 2 ,Homo sapiens ,High,0,4.53549159682748,22,2296.7,2264.9,3443.9,3339.4,4240,3250.4,3868.9,4238.2,3102.6,4270.6
Q8IUX7,AEBP1,Adipocyte enhancer-binding protein 1 ,Homo sapiens ,High,0,2.16196661636407,2,5,5.8,18.3,17.5,24.6,21,17.1,15.1,11.1,9.7
Q6ZN18,AEBP2,Zinc finger protein AEBP2 ,Homo sapiens ,High,0,3.8663464227496,7,305.2,329.7,819.7,803.9,879,852.5,766.8,875.3,843.9,875
Q8WTP8,AEN,Apoptosis-enhancing nuclease ,Homo sapiens ,High,1,2.15472820744016,2,NaN,2.9,24.8,20.3,20.6,15.7,12.5,12.5,22.2,11.3
Q08117,AES,Amino-terminal enhancer of split ,Homo sapiens ,High,0,3.54258892718531,4,556.7,541.8,259.2,289.3,275.3,257.5,256,327.5,341.4,383.4
Q8N556,AFAP1,Actin filament-associated protein 1 ,Homo sapiens ,High,0,3.96023287312851,13,565.4,748.1,854.9,792.7,844.1,1147.5,1108,857.8,1046,1160.5
Q8TED9,AFAP1L1,Actin filament-associated protein 1-like 1 ,Homo sapiens ,Medium,0,2.81003078640584,1,47.5,42.5,55.7,50,60.2,72.7,91.9,68.5,83.1,73.6
P55196,AFDN,Afadin ,Homo sapiens ,High,0,3.91993536974252,18,700.6,757.5,841.7,946.7,765.9,848.2,787.2,928.3,947.6,792.7
P51825,AFF1,AF4/FMR2 family member 1 ,Homo sapiens ,High,0,3.66739691127662,10,470.3,634.5,342,401.4,366,547.6,425.9,471.4,627.7,362.6
P51826,AFF3,AF4/FMR2 family member 3 ,Homo sapiens ,High,0,2.24303804868629,2,19.7,22.2,8,9.1,18.9,31.3,12.4,17.1,24.6,11.7
Q9UHB7,AFF4,AF4/FMR2 family member 4 ,Homo sapiens ,High,0,3.89636635888464,15,1346.6,1146.4,727.3,643.8,676.8,769.6,697,615.9,646.5,607.2
Q9Y4W6,AFG3L2,AFG3-like protein 2 ,Homo sapiens ,High,0,4.97275623426382,47,9560.4,9678.6,9309.8,9651.7,8474.9,10888,9220.4,8776.4,9824.3,8535.1
Q63HM1,AFMID,Kynurenine formamidase ,Homo sapiens ,High,0,3.17029105862539,3,78.1,95.8,106.2,106.4,151,157.5,174.5,189.7,207.3,213.6
Q6ULP2,AFTPH,Aftiphilin ,Homo sapiens ,High,0,4.54799856155367,28,3090.2,3116.9,3557.5,3609.2,3649.6,3429.3,3501.2,3954.9,3734.4,3675
P20933,AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase ,Homo sapiens ,High,0,3.4381308002431,3,221.9,193.6,227.7,331.1,242.7,384.9,252.2,361,322.3,205
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 ",Homo sapiens ,High,0,4.26670666701538,15,2949.2,3144.1,1540.8,1583.1,1456.2,1290.6,1627.6,1854.7,1575.7,1458.2
Q99490-2,AGAP2,"Isoform 2 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 ",Homo sapiens ,High,0,2.77298145034496,7,82.8,56.2,85.4,40.9,82.3,45.1,52.6,36,40.2,71.4
Q96P47,AGAP3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 ",Homo sapiens ,High,0,3.08044609461105,7,104.1,107.6,113.8,127,139.1,119.3,117.8,123.3,118.8,132.7
Q96MI9,AGBL1,Cytosolic carboxypeptidase 4 ,Homo sapiens ,High,0,3.08069862287113,1,50.7,86.6,127.4,64.8,85.8,238.6,101.2,110.7,177.2,161.2
P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1 ,Homo sapiens ,High,0,4.29259274063041,12,1280.3,1039.4,2100.4,2051.5,2459.8,1877.8,2360,2080.7,2039.7,2325.6
O95081,AGFG2,Arf-GAP domain and FG repeat-containing protein 2 ,Homo sapiens ,High,0,4.03595777531103,12,1027.3,1030.3,1072.3,1054.1,1352.8,1162.9,908.5,904.2,1132.6,1218.2
Q8N302,AGGF1,Angiogenic factor with G patch and FHA domains 1 ,Homo sapiens ,High,0,3.89854418784572,16,547.6,512.9,945.8,907.2,877.2,865,960.9,828.2,779.8,692.1
Q53H12,AGK,"Acylglycerol kinase, mitochondrial ",Homo sapiens ,High,0,4.67879416405271,20,5191.7,4481.7,5167.2,4963.7,4244.3,5206.3,4665.4,3982.7,4885.2,4942.1
P35573,AGL,Glycogen debranching enzyme ,Homo sapiens ,High,0,4.91011458336878,69,10652.1,10655.8,7697.5,7482.3,7287.3,6576.3,7725.6,7426.1,7957.3,7844.2
Q9BSE5,AGMAT,"Agmatinase, mitochondrial ",Homo sapiens ,High,0,3.91594302310159,9,886.4,923.7,757.5,774.6,732.7,950.6,829.4,708,876.9,800.5
Q9UL18,AGO1,Protein argonaute-1 ,Homo sapiens ,High,0,4.50322532397426,19,6746.4,6562.5,2874.5,2964.2,2309.6,2023,2181.8,2109.7,2000.2,2086.6
Q9UKV8,AGO2,Protein argonaute-2 ,Homo sapiens ,High,0,4.80439570635484,28,8322.8,7699.9,7441.7,7001.5,6154.7,5217.8,6487.8,5320.6,4798.6,5292.2
Q9H9G7,AGO3,Protein argonaute-3 ,Homo sapiens ,High,0,3.78067007811058,11,975.6,1042,521.5,519.5,516.3,507.4,467.2,513.2,448.4,523.8
Q99943,AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha ,Homo sapiens ,High,0,3.63477945814595,4,647.6,853.3,349.6,382.1,254.4,397.2,334.6,318.9,446.2,329.1
Q9NRZ7,AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma ,Homo sapiens ,High,0,4.19876976900427,11,1907.2,1979.5,1477.8,1530,1318.3,1699.7,1413,1392.1,1618.2,1468.3
Q9NUQ2,AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon ,Homo sapiens ,High,0,4.12240594294058,9,1414.4,1361.2,1535.1,1551.3,1326,1472.7,1326.8,1063,1152.6,1052.7
O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal ",Homo sapiens ,High,0,4.55846736215043,28,1506.7,1237.5,3840.5,3724,3942.6,4689,4528.6,4164.3,4504.4,4042.3
O00468,AGRN,Agrin ,Homo sapiens ,High,0,2.98018523694733,2,45.7,72,66.3,93.4,96.9,123.4,73.4,95.6,151.4,137.3
Q9UPW5,AGTPBP1,Cytosolic carboxypeptidase 1 ,Homo sapiens ,High,0,4.12079431263111,18,1142,1238.6,1246,1269,1356.5,1332.4,1272.5,1418.9,1448.6,1482.2
Q6RW13,AGTRAP,Type-1 angiotensin II receptor-associated protein ,Homo sapiens ,High,0,2.8744238305865,2,121.1,126,59.8,63.2,49.8,58.8,63.4,76,70.3,60.5
Q8WYP5,AHCTF1,Protein ELYS ,Homo sapiens ,High,0,4.92733237344411,76,5839,5986.1,8591.1,9255.5,7891.1,10880.3,9441.8,8133.9,9763,8810.8
P23526,AHCY,Adenosylhomocysteinase ,Homo sapiens ,High,0,4.93833205741042,26,8087.9,7612.5,8551.7,8295.9,10242,8317.6,9075.8,9826,7919,8834.1
O43865,AHCYL1,Adenosylhomocysteinase 2 ,Homo sapiens ,High,0,4.68353601991947,14,5901.3,5392.6,4403.2,4201.2,4738.3,4095.1,4780.3,4789.8,4694.2,5258.3
Q96HN2,AHCYL2,Adenosylhomocysteinase 3 ,Homo sapiens ,High,0,3.55777178828924,7,589.7,512.7,273.5,235.8,295,220.7,362.4,435.6,355.2,331.6
Q8N157,AHI1,Jouberin ,Homo sapiens ,High,0,3.73226506090903,10,190.3,201.8,668.8,702.8,764.2,721.4,499.5,593.2,509.1,547.3
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK ,Homo sapiens ,High,0,5.78736198548378,243,147717.3,152337,32359.7,31296.3,25930.2,28987.1,32569.8,54548.5,52843.8,54271.3
P35869,AHR,Aryl hydrocarbon receptor ,Homo sapiens ,High,0,4.02235412646663,10,397.5,370.5,1067.4,1093.5,1249.4,1203.3,1176.5,1420.3,1391.2,1158.6
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1 ,Homo sapiens ,High,0,4.70957521697943,23,2726.6,2305.8,6332.7,5459,6947.1,4840.5,6418.4,5810.6,4419.9,5975.4
P02765,AHSG,Alpha-2-HS-glycoprotein ,Homo sapiens ,High,0,3.14934229929126,2,54.7,59.1,50.8,71.7,53.4,102,50.3,87.9,771.1,109.4
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein ",Homo sapiens ,High,0,3.93188991602951,10,1753.6,1641.3,585.7,615.7,696.1,574.2,583.7,641.3,746.8,710.1
Q9BQI0,AIF1L,Allograft inflammatory factor 1-like ,Homo sapiens ,High,0,2.33825723024626,1,3.2,2.7,19.6,22,28.8,21.5,24.1,32.6,34.5,28.9
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial ",Homo sapiens ,High,0,4.65094829037324,22,5205.7,4946,3875,3938.3,3665,4685.8,4333.2,4277.1,5348.3,4491.6
Q9BRQ8,AIFM2,Apoptosis-inducing factor 2 ,Homo sapiens ,High,0,3.50613958426614,6,164.1,143.7,336.5,360.6,326.6,373.6,367.1,362.7,425,347.4
Q9NVV5,AIG1,Androgen-induced gene 1 protein ,Homo sapiens ,High,0,3.05762807295557,2,168.5,197.4,86,95.4,87.2,112.6,91.8,93.5,119.4,90.1
Q9Y4K1,AIM1,Absent in melanoma 1 protein ,Homo sapiens ,High,0,4.4643628473105,31,4239.4,4361.4,2185.2,2216.5,2090,2730.5,2264.4,2833.9,3306,2904.2
O14862,AIM2,Interferon-inducible protein AIM2 ,Homo sapiens ,High,0,3.99712852743589,11,237.3,139.7,1642.8,1479.1,1501,1115.2,1034.9,1000.8,771.9,1011.4
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 ,Homo sapiens ,High,0,4.57705383781767,18,2594.9,2423.8,4066.6,4001.9,4865.1,3952.2,4294.3,4243.2,3590.2,3729.7
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 ,Homo sapiens ,High,0,4.48016941347848,15,1903.9,1723.1,3465.1,3251.5,4330.6,3018.5,3494.2,3090.2,2548.3,3385.9
F8W950,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 ,Homo sapiens ,High,0,3.83852167295478,5,347.1,284.8,855.8,662.5,923.7,627.8,925.3,721.2,654.9,891.7
O00170,AIP,AH receptor-interacting protein ,Homo sapiens ,High,0,4.61134937774133,19,4231.2,3857.4,4352.9,4134.8,4697.9,3687,4197.9,3915.7,3405.4,4384.6
P54819,AK2,"Adenylate kinase 2, mitochondrial ",Homo sapiens ,High,0,5.01872212965346,17,9656.2,9324.8,8228.1,8134,8571,11598.7,10808.6,10756.7,15527.4,11799.7
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial ",Homo sapiens ,High,0,4.54044960880844,17,5784.9,5403.3,3243.8,3254.1,2249.1,2966,2753.8,2366.8,3780.6,2907.2
P27144,AK4,"Adenylate kinase 4, mitochondrial ",Homo sapiens ,High,0,4.28834984857794,8,144,128.1,520.5,520.5,1632.7,3514,2078,2788.4,4495.3,3603
Q9Y6K8,AK5,Adenylate kinase isoenzyme 5 ,Homo sapiens ,High,0,3.83376527037345,11,1225.8,1367.7,567,551.8,511,480.2,569.2,468.5,555.1,523.4
Q9Y3D8,AK6,Adenylate kinase isoenzyme 6 ,Homo sapiens ,High,0,4.03065233600398,10,325,242.5,1925.5,1625.8,1408.5,1163.5,1428.5,1115.8,715.2,781
Q5TCS8,AK9,Adenylate kinase 9 ,Homo sapiens ,High,0,2.16613397030511,1,18.9,22.3,14.6,12.2,10.2,7.1,13.6,25.1,8.6,14
Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial ",Homo sapiens ,High,0,4.53397149834616,34,1947.1,1856,4125.3,4295.4,3788.3,4420.8,3906.4,3553.4,3092.1,3210.9
O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial ",Homo sapiens ,High,0,3.78433194802215,13,605.3,575.8,616.9,609,623.9,553,653.1,620.9,619.8,608.3
Q9UKA4,AKAP11,A-kinase anchor protein 11 ,Homo sapiens ,High,0,4.73021118249839,51,4050.6,4120.2,6901.5,7448.5,5266.6,5997.5,5325.1,5226.5,5010,4382.8
Q02952,AKAP12,A-kinase anchor protein 12 ,Homo sapiens ,High,0,4.33219801642233,43,727.4,799.4,990.3,985.3,1733.6,2413,2088,3397.1,5176.2,3177.8
Q12802,AKAP13,A-kinase anchor protein 13 ,Homo sapiens ,High,0,4.7762594024343,72,10244.5,10679.6,5004.5,4837.6,4570.3,4412.2,4726.6,4621.2,5714.9,4927.8
Q02040,AKAP17A,A-kinase anchor protein 17A ,Homo sapiens ,High,0,4.23728982282664,17,1537.6,1458.2,1603.3,1541.9,1621.6,1945.9,1924.5,1665.9,2160,1811
Q9Y2D5,AKAP2,A-kinase anchor protein 2 ,Homo sapiens ,High,0,4.5817221599491,29,2399.2,2306.9,2957.2,2949.5,4049.3,4155,3614.1,5403.6,5795.9,4539.3
Q9P0M2,AKAP7,A-kinase anchor protein 7 isoform gamma ,Homo sapiens ,High,0,3.3541084391474,4,428.1,442.5,164.5,190.5,169.2,170.3,143.7,136.1,225,190.1
O43823,AKAP8,A-kinase anchor protein 8 ,Homo sapiens ,High,0,4.43861037501633,18,2412.7,2247.7,3260.2,3324.8,3283.5,3015.9,2963.7,2611,1722.4,2612.4
Q9ULX6,AKAP8L,A-kinase anchor protein 8-like ,Homo sapiens ,High,0,4.19156558155136,13,1815.6,1951.4,1381.1,1419.9,1473.5,1198.3,1746.2,1687,1165.7,1705.4
Q99996,AKAP9,A-kinase anchor protein 9 ,Homo sapiens ,High,0,4.96854738747042,136,11114.6,11566.1,8424.9,8622,8427.1,8441.6,9281.1,10008.3,8405.4,8722.7
Q99996-6,AKAP9,Isoform 6 of A-kinase anchor protein 9 ,Homo sapiens ,Medium,0,4.36381873756418,29,2644.7,2810.3,2071,2116.8,2011.2,2120.3,2443,2483.1,2120.1,2290.5
Q9NQ31,AKIP1,A-kinase-interacting protein 1 ,Homo sapiens ,High,0,3.22739816987365,2,135.6,192.3,151.4,359.9,152.8,98.3,274.9,134.3,81.7,106.9
Q53H80,AKIRIN2,Akirin-2 ,Homo sapiens ,High,0,3.17084820364331,4,35.9,45.2,179.1,180.1,191.4,154.5,192.7,219.1,144.7,139.3
Q7Z591,AKNA,AT-hook-containing transcription factor ,Homo sapiens ,High,0,4.38250152417227,31,3009.5,3058.5,2050.4,2076,2049.4,1990.7,2268.7,2587.6,2563.1,2473
P14550,AKR1A1,Alcohol dehydrogenase [NADP(+)] ,Homo sapiens ,High,0,4.62088734868383,20,5032.3,5349.7,3648.3,3895.9,3380.1,3453.4,3992.9,3961.4,4929.7,4128.5
P15121,AKR1B1,Aldose reductase ,Homo sapiens ,High,0,4.63401653263087,18,8707,9697.1,3194.5,3514.6,2865.4,2667.1,2951.8,3313.4,3142.5,3000.9
C9JRZ8,AKR1B15,Aldo-keto reductase family 1 member B15 ,Homo sapiens ,High,0,3.33998776680335,1,311,212.9,179.3,206.5,141.4,149,185.4,210,227.4,364.8
P42330,AKR1C3,Aldo-keto reductase family 1 member C3 ,Homo sapiens ,High,0,3.76752689940838,6,1304.9,1328.6,410.4,408.6,294.6,308.7,320.5,400.7,668.3,409.7
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2 ,Homo sapiens ,High,0,4.23902404660009,12,3632.2,3790.6,1282.1,1265.1,1114.9,1058.6,1216.8,1264.7,1429.3,1284.7
O95154,AKR7A3,Aflatoxin B1 aldehyde reductase member 3 ,Homo sapiens ,High,0,2.25815819334079,1,6.5,14.2,18.3,17.5,16.9,17.2,20.8,21.1,23.9,24.8
P31749,AKT1,RAC-alpha serine/threonine-protein kinase ,Homo sapiens ,High,0,4.60910541936674,14,4425.8,4544,3560,3584.1,3811.9,3458.8,3904.9,4743.9,4420.4,4200.4
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1 ,Homo sapiens ,High,0,3.70272341410473,4,449,453,500.6,513.9,562,552.7,532.9,502.8,473.8,502.7
P31751,AKT2,RAC-beta serine/threonine-protein kinase ,Homo sapiens ,High,0,4.42769703799481,14,2523.1,2582,2161.8,2195.4,2442.7,2258.7,2724,3481.8,3431.5,2972
Q9Y243,AKT3,RAC-gamma serine/threonine-protein kinase ,Homo sapiens ,High,0,3.69089570525899,7,642.1,633.2,469.1,428.3,410.8,386.2,482.3,498.6,460.9,496.4
Q9H8T0,AKTIP,AKT-interacting protein ,Homo sapiens ,High,0,3.80166434570029,8,883.6,632.4,649.5,597.1,583.3,494.3,621.3,574.9,615.1,682.3
P13716,ALAD,Delta-aminolevulinic acid dehydratase ,Homo sapiens ,High,0,4.1272668183189,7,3264.2,2669,1096.6,1016.8,944.7,778.6,893.2,849.7,872.5,1019.7
P13196,ALAS1,"5-aminolevulinate synthase, nonspecific, mitochondrial ",Homo sapiens ,High,0,3.84097757401473,9,307.6,281,965.9,1067.6,819.4,903.2,731,699.8,618,540.4
Q13740,ALCAM,CD166 antigen ,Homo sapiens ,High,0,4.28485016123758,15,1075.9,948.7,1500,1469.9,2026.9,2324.9,2313.2,2489.5,2768.3,2351.3
Q8IZ83,ALDH16A1,Aldehyde dehydrogenase family 16 member A1 ,Homo sapiens ,High,0,4.55963016784737,16,4403,4599.3,3385.5,3038.6,3650.6,3233.2,3402.5,3653.2,3154.1,3756.9
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase ,Homo sapiens ,High,0,4.77201788778143,36,2383,2078.6,5781.1,5986.3,6521.7,9473.7,6140.3,6316.7,7962.6,6514.6
P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial ",Homo sapiens ,High,0,4.0656506598806,14,947,984.9,1054.3,1171.6,1169.4,1416.8,1175.5,1190.5,1301.1,1220.8
Q3SY69,ALDH1L2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase ,Homo sapiens ,High,0,3.9709416475043,15,602.3,856.7,366.5,690.6,586.3,719.9,1026.4,850.8,2010,1643.3
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial ",Homo sapiens ,High,0,3.70758720692015,12,279.7,308.2,364.7,376.8,540.9,555.5,606.6,438.3,892.4,737.1
P51648,ALDH3A2,Fatty aldehyde dehydrogenase ,Homo sapiens ,High,0,4.31243337079145,13,2933.2,2715.9,2079.6,2091.4,1661.5,1893.6,1608.5,1707.7,2020.2,1820.5
P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial ",Homo sapiens ,High,0,3.9189943648875,13,663.6,614.6,662.4,716.7,771.6,1113.4,739.2,756.5,1311.2,949.2
P51649,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial ",Homo sapiens ,High,0,4.43782029794109,16,5873.8,5062.8,2458.6,2302.5,1925,2148.9,2077.1,1657.9,1856.9,2040.9
Q02252,ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial ",Homo sapiens ,High,0,4.69580902513884,25,11071.6,11153,3500.1,3546.6,2389.1,3298.2,2852.7,2585.2,5302.2,3938.7
P49419,ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase ,Homo sapiens ,High,0,4.13647640601632,15,1002.6,949.9,801.1,767.7,1182,1507.4,1305.3,1500.4,2645.5,2030.4
P49189,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase ,Homo sapiens ,High,0,4.66497274060022,20,10925.2,11139.2,3716.4,3819.5,2694.8,2702.1,3150.3,2806.5,2620.4,2660.8
P04075,ALDOA,Fructose-bisphosphate aldolase A ,Homo sapiens ,High,0,5.18530241933634,6,12999.6,13071.8,14439.1,15340,17690.9,13661.4,14521.3,16858.7,15184.6,19448
P04075-2,ALDOA,Isoform 2 of Fructose-bisphosphate aldolase A ,Homo sapiens ,High,0,2.90816320005555,1,10.9,3.2,83.8,91.4,92,86.1,122.4,90,139.2,90.4
P09972,ALDOC,Fructose-bisphosphate aldolase C ,Homo sapiens ,High,0,4.63708326387876,25,7879.9,7061.9,2859.6,2795.9,2987.9,2690.4,3171.2,3338.3,5031.2,5543.1
Q9BT22,ALG1,Chitobiosyldiphosphodolichol beta-mannosyltransferase ,Homo sapiens ,High,0,4.21970761999038,11,1250.6,1283.9,1885.9,1915.8,1732.8,2121.4,1715,1537.9,1598.3,1543.1
Q5BKT4,ALG10,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase ",Homo sapiens ,High,0,3.70647027488737,5,636.2,707.7,475.7,510.3,422.4,529.2,432.9,404.7,541.4,426.6
Q2TAA5,ALG11,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase ",Homo sapiens ,High,0,3.68719887901495,6,500,505,497.5,504.7,401.7,520.9,494.8,449.5,529.7,462.5
